subject,object,predicate
Otford,369,HAS_POPULATION
Otford,2508,HAS_POSTCODE
Otford,lat:-34.2167,HAS_COORDINATES
Otford,lon:151,HAS_COORDINATES
Ourimbah,suburb,IS_A
Ourimbah,Australia,IS_LOCATED_IN
Ourimbah,3951,HAS_POPULATION
Ourimbah,2258,HAS_POSTCODE
Ourimbah,lat:-33.365,HAS_COORDINATES
Ourimbah,lon:151.368,HAS_COORDINATES
Oxley Vale,suburb,IS_A
Oxley Vale,Australia,IS_LOCATED_IN
Oxley Vale,3742,HAS_POPULATION
Oxley Vale,2340,HAS_POSTCODE
Oxley Vale,lat:-31.0486,HAS_COORDINATES
Oxley Vale,lon:150.885,HAS_COORDINATES
Padstow Heights,suburb,IS_A
Padstow Heights,Australia,IS_LOCATED_IN
Padstow Heights,3540,HAS_POPULATION
Padstow Heights,2211,HAS_POSTCODE
Padstow Heights,lat:-33.973,HAS_COORDINATES
Padstow Heights,lon:151.035,HAS_COORDINATES
Padstow,suburb,IS_A
Padstow,Australia,IS_LOCATED_IN
Padstow,13306,HAS_POPULATION
Padstow,2211,HAS_POSTCODE
Padstow,lat:-33.9559,HAS_COORDINATES
Padstow,lon:151.032,HAS_COORDINATES
Pagewood,suburb,IS_A
Pagewood,Australia,IS_LOCATED_IN
Pagewood,3805,HAS_POPULATION
Pagewood,2035,HAS_POSTCODE
Pagewood,lat:-33.9421,HAS_COORDINATES
Pagewood,lon:151.223,HAS_COORDINATES
Palm Grove,suburb,IS_A
Palm Grove,Australia,IS_LOCATED_IN
Palm Grove,106,HAS_POPULATION
Palm Grove,2258,HAS_POSTCODE
Palm Grove,lat:-33.324,HAS_COORDINATES
Palm Grove,lon:151.31,HAS_COORDINATES
Panania,suburb,IS_A
Panania,Australia,IS_LOCATED_IN
Panania,12419,HAS_POPULATION
Panania,2213,HAS_POSTCODE
Panania,lat:-33.9579,HAS_COORDINATES
Panania,lon:151.002,HAS_COORDINATES
Parklea,suburb,IS_A
Parklea,Australia,IS_LOCATED_IN
Parklea,3465,HAS_POPULATION
Parklea,2768,HAS_POSTCODE
Parklea,lat:-33.7291,HAS_COORDINATES
Parklea,lon:150.919,HAS_COORDINATES
Paterson,suburb,IS_A
Paterson,Australia,IS_LOCATED_IN
Paterson,892,HAS_POPULATION
Paterson,2421,HAS_POSTCODE
Paterson,lat:-32.5833,HAS_COORDINATES
Paterson,lon:151.6,HAS_COORDINATES
Patonga,suburb,IS_A
Patonga,Australia,IS_LOCATED_IN
Patonga,206,HAS_POPULATION
Patonga,2256,HAS_POSTCODE
Patonga,lat:-33.549,HAS_COORDINATES
Patonga,lon:151.268,HAS_COORDINATES
Malabar,suburb,IS_A
Malabar,Australia,IS_LOCATED_IN
Malabar,5420,HAS_POPULATION
Malabar,2036,HAS_POSTCODE
Malabar,lat:-33.9656,HAS_COORDINATES
Malabar,lon:151.249,HAS_COORDINATES
Coogee,suburb,IS_A
Coogee,Australia,IS_LOCATED_IN
Coogee,15212,HAS_POPULATION
Coogee,2034,HAS_POSTCODE
Coogee,lat:-33.919,HAS_COORDINATES
Coogee,lon:151.255,HAS_COORDINATES
Clovelly,suburb,IS_A
Clovelly,Australia,IS_LOCATED_IN
Clovelly,4736,HAS_POPULATION
Clovelly,2031,HAS_POSTCODE
Clovelly,lat:-33.9121,HAS_COORDINATES
Clovelly,lon:151.263,HAS_COORDINATES
Alexandria,suburb,IS_A
Alexandria,Australia,IS_LOCATED_IN
Alexandria,7050,HAS_POPULATION
Alexandria,8262,HAS_POPULATION
Alexandria,2015,HAS_POSTCODE
Alexandria,lat:-33.9017,HAS_COORDINATES
Alexandria,lon:151.2,HAS_COORDINATES
Ultimo,suburb,IS_A
Ultimo,Australia,IS_LOCATED_IN
Ultimo,Pyrmont,SHARES_BORDER_WITH
Ultimo,Haymarket,SHARES_BORDER_WITH
Ultimo,7111,HAS_POPULATION
Ultimo,2007,HAS_POSTCODE
Ultimo,lat:-33.8822,HAS_COORDINATES
Ultimo,lon:151.197,HAS_COORDINATES
Mascot,suburb,IS_A
Mascot,Australia,IS_LOCATED_IN
Mascot,14772,HAS_POPULATION
Mascot,2020,HAS_POSTCODE
Mascot,lat:-33.9291,HAS_COORDINATES
Mascot,lon:151.18793,HAS_COORDINATES
Pyrmont,suburb,IS_A
Pyrmont,Australia,IS_LOCATED_IN
Pyrmont,Ultimo,SHARES_BORDER_WITH
Pyrmont,12813,HAS_POPULATION
Pyrmont,2009,HAS_POSTCODE
Pyrmont,lat:-33.875,HAS_COORDINATES
Pyrmont,lon:151.196,HAS_COORDINATES
Kensington,suburb,IS_A
Kensington,Australia,IS_LOCATED_IN
Kensington,15004,HAS_POPULATION
Kensington,2033,HAS_POSTCODE
Kensington,lat:-33.9089,HAS_COORDINATES
Kensington,lon:151.223,HAS_COORDINATES
Tamarama,suburb,IS_A
Tamarama,Australia,IS_LOCATED_IN
Tamarama,1622,HAS_POPULATION
Tamarama,2026,HAS_POSTCODE
Tamarama,lat:-33.898,HAS_COORDINATES
Tamarama,lon:151.268,HAS_COORDINATES
Vaucluse,suburb,IS_A
Vaucluse,Australia,IS_LOCATED_IN
Vaucluse,9337,HAS_POPULATION
Vaucluse,2030,HAS_POSTCODE
Vaucluse,lat:-33.8558,HAS_COORDINATES
Vaucluse,lon:151.271,HAS_COORDINATES
Chippendale,suburb,IS_A
Chippendale,Australia,IS_LOCATED_IN
Chippendale,8617,HAS_POPULATION
Chippendale,2008,HAS_POSTCODE
Chippendale,lat:-33.8863,HAS_COORDINATES
Chippendale,lon:151.2,HAS_COORDINATES
La Perouse,suburb,IS_A
La Perouse,Australia,IS_LOCATED_IN
La Perouse,399,HAS_POPULATION
La Perouse,2036,HAS_POSTCODE
La Perouse,lat:-33.9888,HAS_COORDINATES
La Perouse,lon:151.232,HAS_COORDINATES
Woollahra,suburb,IS_A
Woollahra,Australia,IS_LOCATED_IN
Woollahra,7405,HAS_POPULATION
Woollahra,2025,HAS_POSTCODE
Woollahra,lat:-33.8833,HAS_COORDINATES
Woollahra,lon:151.25,HAS_COORDINATES
Bellevue Hill,suburb,IS_A
Bellevue Hill,Australia,IS_LOCATED_IN
Bellevue Hill,10716,HAS_POPULATION
Bellevue Hill,2023,HAS_POSTCODE
Bellevue Hill,lat:-33.881,HAS_COORDINATES
Bellevue Hill,lon:151.253,HAS_COORDINATES
Waverley,suburb,IS_A
Waverley,Australia,IS_LOCATED_IN
Waverley,4346,HAS_POPULATION
Waverley,2024,HAS_POSTCODE
Waverley,lat:-33.8978,HAS_COORDINATES
Waverley,lon:151.25,HAS_COORDINATES
Double Bay,suburb,IS_A
Double Bay,Australia,IS_LOCATED_IN
Double Bay,4687,HAS_POPULATION
Double Bay,4642,HAS_POPULATION
Double Bay,2028,HAS_POSTCODE
Double Bay,lat:-33.8775,HAS_COORDINATES
Double Bay,lon:151.241,HAS_COORDINATES
Beaconsfield,suburb,IS_A
Beaconsfield,Australia,IS_LOCATED_IN
Beaconsfield,987,HAS_POPULATION
Beaconsfield,2015,HAS_POSTCODE
Beaconsfield,lat:-33.911,HAS_COORDINATES
Beaconsfield,lon:151.2,HAS_COORDINATES
Rosebery,suburb,IS_A
Rosebery,Australia,IS_LOCATED_IN
Rosebery,10117,HAS_POPULATION
Rosebery,2018,HAS_POSTCODE
Rosebery,lat:-33.9237,HAS_COORDINATES
Rosebery,lon:151.205,HAS_COORDINATES
Elizabeth Bay,suburb,IS_A
Elizabeth Bay,Australia,IS_LOCATED_IN
Elizabeth Bay,5215,HAS_POPULATION
Elizabeth Bay,2011,HAS_POSTCODE
Elizabeth Bay,lat:-33.8714,HAS_COORDINATES
Elizabeth Bay,lon:151.228,HAS_COORDINATES
Camperdown,suburb,IS_A
Camperdown,Australia,IS_LOCATED_IN
Camperdown,7866,HAS_POPULATION
Camperdown,10341,HAS_POPULATION
Camperdown,2050,HAS_POSTCODE
Camperdown,lat:-33.890130555556,HAS_COORDINATES
Camperdown,lon:151.17988055556,HAS_COORDINATES
Potts Point,suburb,IS_A
Potts Point,Australia,IS_LOCATED_IN
Potts Point,9423,HAS_POPULATION
Potts Point,2011,HAS_POSTCODE
Potts Point,lat:-33.868,HAS_COORDINATES
Potts Point,lon:151.224,HAS_COORDINATES
Haymarket,suburb,IS_A
Haymarket,Australia,IS_LOCATED_IN
Haymarket,Ultimo,SHARES_BORDER_WITH
Haymarket,Surry Hills,SHARES_BORDER_WITH
Haymarket,7353,HAS_POPULATION
Haymarket,2000,HAS_POSTCODE
Haymarket,lat:-33.8809,HAS_COORDINATES
Haymarket,lon:151.203,HAS_COORDINATES
Rushcutters Bay,suburb,IS_A
Rushcutters Bay,Australia,IS_LOCATED_IN
Rushcutters Bay,2547,HAS_POPULATION
Rushcutters Bay,2011,HAS_POSTCODE
Rushcutters Bay,lat:-33.8774,HAS_COORDINATES
Rushcutters Bay,lon:151.228,HAS_COORDINATES
Zetland,suburb,IS_A
Zetland,Australia,IS_LOCATED_IN
Zetland,10078,HAS_POPULATION
Zetland,2017,HAS_POSTCODE
Zetland,lat:-33.908,HAS_COORDINATES
Zetland,lon:151.2105,HAS_COORDINATES
Darlington,suburb,IS_A
Darlington,Australia,IS_LOCATED_IN
Darlington,3097,HAS_POPULATION
Darlington,2008,HAS_POSTCODE
Darlington,lat:-33.8903,HAS_COORDINATES
Darlington,lon:151.197,HAS_COORDINATES
Bradbury,suburb,IS_A
Bradbury,Australia,IS_LOCATED_IN
Bradbury,8800,HAS_POPULATION
Bradbury,2560,HAS_POSTCODE
Bradbury,lat:-34.0873,HAS_COORDINATES
Bradbury,lon:150.816,HAS_COORDINATES
Cheltenham,suburb,IS_A
Cheltenham,Australia,IS_LOCATED_IN
Cheltenham,2243,HAS_POPULATION
Cheltenham,2119,HAS_POSTCODE
Cheltenham,lat:-33.7584,HAS_COORDINATES
Cheltenham,lon:151.076,HAS_COORDINATES
Chester Hill,suburb,IS_A
Chester Hill,Australia,IS_LOCATED_IN
Chester Hill,12814,HAS_POPULATION
Chester Hill,2162,HAS_POSTCODE
Chester Hill,lat:-33.8784,HAS_COORDINATES
Chester Hill,lon:151.004,HAS_COORDINATES
Chullora,suburb,IS_A
Chullora,Australia,IS_LOCATED_IN
Chullora,0,HAS_POPULATION
Chullora,2190,HAS_POSTCODE
Chullora,lat:-33.8908,HAS_COORDINATES
Chullora,lon:151.048,HAS_COORDINATES
Daceyville,suburb,IS_A
Daceyville,Australia,IS_LOCATED_IN
Daceyville,1209,HAS_POPULATION
Daceyville,2032,HAS_POSTCODE
Daceyville,lat:-33.9279,HAS_COORDINATES
Daceyville,lon:151.223,HAS_COORDINATES
Kingsford,suburb,IS_A
Kingsford,Australia,IS_LOCATED_IN
Kingsford,15482,HAS_POPULATION
Kingsford,2032,HAS_POSTCODE
Kingsford,lat:-33.9246,HAS_COORDINATES
Kingsford,lon:151.228,HAS_COORDINATES
Matraville,suburb,IS_A
Matraville,Australia,IS_LOCATED_IN
Matraville,9804,HAS_POPULATION
Matraville,2036,HAS_POSTCODE
Matraville,lat:-33.9613,HAS_COORDINATES
Matraville,lon:151.232,HAS_COORDINATES
Hillsdale,suburb,IS_A
Hillsdale,Australia,IS_LOCATED_IN
Hillsdale,5501,HAS_POPULATION
Hillsdale,2036,HAS_POSTCODE
Hillsdale,lat:-33.9549,HAS_COORDINATES
Hillsdale,lon:151.229,HAS_COORDINATES
Banksmeadow,suburb,IS_A
Banksmeadow,Australia,IS_LOCATED_IN
Banksmeadow,18,HAS_POPULATION
Banksmeadow,2019,HAS_POSTCODE
Banksmeadow,lat:-33.9573,HAS_COORDINATES
Banksmeadow,lon:151.207,HAS_COORDINATES
Dawes Point,suburb,IS_A
Dawes Point,Australia,IS_LOCATED_IN
Dawes Point,357,HAS_POPULATION
Dawes Point,2000,HAS_POSTCODE
Dawes Point,lat:-33.856,HAS_COORDINATES
Dawes Point,lon:151.207,HAS_COORDINATES
Dawes Point,lat:-33.85607,HAS_COORDINATES
Dawes Point,lon:151.20767,HAS_COORDINATES
Botany,suburb,IS_A
Botany,Australia,IS_LOCATED_IN
Botany,10817,HAS_POPULATION
Botany,2019,HAS_POSTCODE
Botany,lat:-33.9451,HAS_COORDINATES
Botany,lon:151.199,HAS_COORDINATES
Little Bay,suburb,IS_A
Little Bay,Australia,IS_LOCATED_IN
Little Bay,4477,HAS_POPULATION
Little Bay,2036,HAS_POSTCODE
Little Bay,lat:-33.9805,HAS_COORDINATES
Little Bay,lon:151.243,HAS_COORDINATES
Condell Park,suburb,IS_A
Condell Park,Australia,IS_LOCATED_IN
Condell Park,11574,HAS_POPULATION
Condell Park,2200,HAS_POSTCODE
Condell Park,lat:-33.925,HAS_COORDINATES
Condell Park,lon:151.008,HAS_COORDINATES
Croydon,suburb,IS_A
Croydon,Australia,IS_LOCATED_IN
Croydon,10612,HAS_POPULATION
Croydon,2132,HAS_POSTCODE
Croydon,lat:-33.879,HAS_COORDINATES
Croydon,lon:151.116,HAS_COORDINATES
Croydon Park,suburb,IS_A
Croydon Park,Australia,IS_LOCATED_IN
Croydon Park,11012,HAS_POPULATION
Croydon Park,2133,HAS_POSTCODE
Croydon Park,lat:-33.8968,HAS_COORDINATES
Croydon Park,lon:151.11,HAS_COORDINATES
Hurlstone Park,suburb,IS_A
Hurlstone Park,Australia,IS_LOCATED_IN
Hurlstone Park,4692,HAS_POPULATION
Hurlstone Park,2193,HAS_POSTCODE
Hurlstone Park,lat:-33.9106,HAS_COORDINATES
Hurlstone Park,lon:151.129,HAS_COORDINATES
Lidcombe,suburb,IS_A
Lidcombe,Australia,IS_LOCATED_IN
Lidcombe,19627,HAS_POPULATION
Lidcombe,2141,HAS_POSTCODE
Lidcombe,lat:-33.8646,HAS_COORDINATES
Lidcombe,lon:151.046,HAS_COORDINATES
Ebenezer,suburb,IS_A
Ebenezer,Australia,IS_LOCATED_IN
Ebenezer,993,HAS_POPULATION
Ebenezer,2756,HAS_POSTCODE
Ebenezer,lat:-33.5318,HAS_COORDINATES
Ebenezer,lon:150.868,HAS_COORDINATES
Loftus,suburb,IS_A
Loftus,Australia,IS_LOCATED_IN
Loftus,Sutherland,SHARES_BORDER_WITH
Loftus,4135,HAS_POPULATION
Loftus,2232,HAS_POSTCODE
Loftus,lat:-34.0465,HAS_COORDINATES
Loftus,lon:151.047,HAS_COORDINATES
Gateshead,locality,IS_A
Gateshead,suburb,IS_A
Gateshead,Australia,IS_LOCATED_IN
Gateshead,3145,HAS_POPULATION
Gateshead,2290,HAS_POSTCODE
Gateshead,lat:-32.982,HAS_COORDINATES
Gateshead,lon:151.693,HAS_COORDINATES
Milperra,suburb,IS_A
Milperra,Australia,IS_LOCATED_IN
Milperra,3952,HAS_POPULATION
Milperra,2214,HAS_POSTCODE
Milperra,lat:-33.9428,HAS_COORDINATES
Milperra,lon:150.98,HAS_COORDINATES
Harrington,suburb,IS_A
Harrington,Australia,IS_LOCATED_IN
Harrington,3033,HAS_POPULATION
Harrington,2427,HAS_POSTCODE
Harrington,lat:-31.8667,HAS_COORDINATES
Harrington,lon:152.683,HAS_COORDINATES
Morning Bay,suburb,IS_A
Morning Bay,Australia,IS_LOCATED_IN
Morning Bay,39,HAS_POPULATION
Morning Bay,2105,HAS_POSTCODE
Morning Bay,lat:-33.627,HAS_COORDINATES
Morning Bay,lon:151.287,HAS_COORDINATES
Keiraville,suburb,IS_A
Keiraville,Australia,IS_LOCATED_IN
Keiraville,3569,HAS_POPULATION
Keiraville,2500,HAS_POSTCODE
Keiraville,lat:-34.3833,HAS_COORDINATES
Keiraville,lon:150.867,HAS_COORDINATES
Kemps Creek,suburb,IS_A
Kemps Creek,Australia,IS_LOCATED_IN
Kemps Creek,2268,HAS_POPULATION
Kemps Creek,2178,HAS_POSTCODE
Kemps Creek,lat:-33.8746,HAS_COORDINATES
Kemps Creek,lon:150.799,HAS_COORDINATES
Martinsville,suburb,IS_A
Martinsville,Australia,IS_LOCATED_IN
Martinsville,361,HAS_POPULATION
Martinsville,2265,HAS_POSTCODE
Martinsville,lat:-33.057,HAS_COORDINATES
Martinsville,lon:151.41,HAS_COORDINATES
Merewether Heights,suburb,IS_A
Merewether Heights,Australia,IS_LOCATED_IN
Merewether Heights,1400,HAS_POPULATION
Merewether Heights,2291,HAS_POSTCODE
Merewether Heights,lat:-32.949,HAS_COORDINATES
Merewether Heights,lon:151.735,HAS_COORDINATES
Mount Vernon,suburb,IS_A
Mount Vernon,Australia,IS_LOCATED_IN
Mount Vernon,1573,HAS_POPULATION
Mount Vernon,2178,HAS_POSTCODE
Mount Vernon,lat:-33.857,HAS_COORDINATES
Mount Vernon,lon:150.81,HAS_COORDINATES
Newington,suburb,IS_A
Newington,Australia,IS_LOCATED_IN
Newington,5802,HAS_POPULATION
Newington,2127,HAS_POSTCODE
Newington,lat:-33.839,HAS_COORDINATES
Newington,lon:151.055,HAS_COORDINATES
Canterbury,suburb,IS_A
Canterbury,Australia,IS_LOCATED_IN
Canterbury,7233,HAS_POPULATION
Canterbury,2193,HAS_POSTCODE
Canterbury,lat:-33.9126,HAS_COORDINATES
Canterbury,lon:151.118,HAS_COORDINATES
Manly Vale,suburb,IS_A
Manly Vale,Australia,IS_LOCATED_IN
Manly Vale,6160,HAS_POPULATION
Manly Vale,2093,HAS_POSTCODE
Manly Vale,lat:-33.783,HAS_COORDINATES
Manly Vale,lon:151.2622,HAS_COORDINATES
Bilgola Beach,suburb,IS_A
Bilgola Beach,Australia,IS_LOCATED_IN
Bilgola Beach,240,HAS_POPULATION
Bilgola Beach,2107,HAS_POSTCODE
Bilgola Beach,lat:-33.6456,HAS_COORDINATES
Bilgola Beach,lon:151.318,HAS_COORDINATES
Rockdale,suburb,IS_A
Rockdale,Australia,IS_LOCATED_IN
Rockdale,15534,HAS_POPULATION
Rockdale,2216,HAS_POSTCODE
Rockdale,lat:-33.9533,HAS_COORDINATES
Rockdale,lon:151.14,HAS_COORDINATES
Birchgrove,suburb,IS_A
Birchgrove,Australia,IS_LOCATED_IN
Birchgrove,3303,HAS_POPULATION
Birchgrove,2041,HAS_POSTCODE
Birchgrove,lat:-33.8527,HAS_COORDINATES
Birchgrove,lon:151.18,HAS_COORDINATES
Prospect,suburb,IS_A
Prospect,Australia,IS_LOCATED_IN
Prospect,4716,HAS_POPULATION
Prospect,2148,HAS_POSTCODE
Prospect,lat:-33.8045,HAS_COORDINATES
Prospect,lon:150.915,HAS_COORDINATES
Emu Heights,suburb,IS_A
Emu Heights,Australia,IS_LOCATED_IN
Emu Heights,3289,HAS_POPULATION
Emu Heights,2750,HAS_POSTCODE
Emu Heights,lat:-33.7352,HAS_COORDINATES
Emu Heights,lon:150.65,HAS_COORDINATES
Pendle Hill,suburb,IS_A
Pendle Hill,Australia,IS_LOCATED_IN
Pendle Hill,7247,HAS_POPULATION
Pendle Hill,2145,HAS_POSTCODE
Pendle Hill,lat:-33.8074,HAS_COORDINATES
Pendle Hill,lon:150.955,HAS_COORDINATES
Oxley Park,suburb,IS_A
Oxley Park,Australia,IS_LOCATED_IN
Oxley Park,3112,HAS_POPULATION
Oxley Park,2760,HAS_POSTCODE
Oxley Park,lat:-33.7709,HAS_COORDINATES
Oxley Park,lon:150.793,HAS_COORDINATES
Werrington,suburb,IS_A
Werrington,Australia,IS_LOCATED_IN
Werrington,4031,HAS_POPULATION
Werrington,2747,HAS_POSTCODE
Werrington,lat:-33.7594,HAS_COORDINATES
Werrington,lon:150.747,HAS_COORDINATES
St Marys,suburb,IS_A
St Marys,Australia,IS_LOCATED_IN
St Marys,12195,HAS_POPULATION
St Marys,2760,HAS_POSTCODE
St Marys,lat:-33.7607,HAS_COORDINATES
St Marys,lon:150.777,HAS_COORDINATES
Kingswood,suburb,IS_A
Kingswood,Australia,IS_LOCATED_IN
Kingswood,9301,HAS_POPULATION
Kingswood,2747,HAS_POSTCODE
Kingswood,lat:-33.759,HAS_COORDINATES
Kingswood,lon:150.72,HAS_COORDINATES
Claremont Meadows,suburb,IS_A
Claremont Meadows,Australia,IS_LOCATED_IN
Claremont Meadows,4776,HAS_POPULATION
Claremont Meadows,2747,HAS_POSTCODE
Claremont Meadows,lat:-33.779,HAS_COORDINATES
Claremont Meadows,lon:150.753,HAS_COORDINATES
Eastern Creek,suburb,IS_A
Eastern Creek,Australia,IS_LOCATED_IN
Eastern Creek,827,HAS_POPULATION
Eastern Creek,2766,HAS_POSTCODE
Eastern Creek,lat:-33.7946,HAS_COORDINATES
Eastern Creek,lon:150.862,HAS_COORDINATES
Orchard Hills,suburb,IS_A
Orchard Hills,Australia,IS_LOCATED_IN
Orchard Hills,1877,HAS_POPULATION
Orchard Hills,2748,HAS_POSTCODE
Orchard Hills,lat:-33.7814,HAS_COORDINATES
Orchard Hills,lon:150.736,HAS_COORDINATES
Cambridge Park,suburb,IS_A
Cambridge Park,Australia,IS_LOCATED_IN
Cambridge Park,6726,HAS_POPULATION
Cambridge Park,2747,HAS_POSTCODE
Cambridge Park,lat:-33.7483,HAS_COORDINATES
Cambridge Park,lon:150.734,HAS_COORDINATES
Werrington County,locality,IS_A
Werrington County,suburb,IS_A
Werrington County,Australia,IS_LOCATED_IN
Werrington County,3645,HAS_POPULATION
Werrington County,2747,HAS_POSTCODE
Werrington County,lat:-33.765,HAS_COORDINATES
Werrington County,lon:150.751,HAS_COORDINATES
Leonay,suburb,IS_A
Leonay,Australia,IS_LOCATED_IN
Leonay,2518,HAS_POPULATION
Leonay,2750,HAS_POSTCODE
Leonay,lat:-33.7651,HAS_COORDINATES
Leonay,lon:150.646,HAS_COORDINATES
Girraween,suburb,IS_A
Girraween,Australia,IS_LOCATED_IN
Girraween,5590,HAS_POPULATION
Girraween,2145,HAS_POSTCODE
Girraween,lat:-33.8013,HAS_COORDINATES
Girraween,lon:150.943,HAS_COORDINATES
Minchinbury,suburb,IS_A
Minchinbury,Australia,IS_LOCATED_IN
Minchinbury,5619,HAS_POPULATION
Minchinbury,2770,HAS_POSTCODE
Minchinbury,lat:-33.7833,HAS_COORDINATES
Minchinbury,lon:150.833,HAS_COORDINATES
Shoal Bay,suburb,IS_A
Shoal Bay,Australia,IS_LOCATED_IN
Shoal Bay,1864,HAS_POPULATION
Shoal Bay,2315,HAS_POSTCODE
Shoal Bay,lat:-32.7269,HAS_COORDINATES
Shoal Bay,lon:152.173,HAS_COORDINATES
Silverwater,suburb,IS_A
Silverwater,Australia,IS_LOCATED_IN
Silverwater,4166,HAS_POPULATION
Silverwater,2128,HAS_POSTCODE
Silverwater,lat:-33.83,HAS_COORDINATES
Silverwater,lon:151.051,HAS_COORDINATES
Splitters Creek,suburb,IS_A
Splitters Creek,Australia,IS_LOCATED_IN
Splitters Creek,267,HAS_POPULATION
Splitters Creek,2640,HAS_POSTCODE
Splitters Creek,lat:-36.06,HAS_COORDINATES
Splitters Creek,lon:146.84,HAS_COORDINATES
Springdale Heights,suburb,IS_A
Springdale Heights,Australia,IS_LOCATED_IN
Springdale Heights,2036,HAS_POPULATION
Springdale Heights,2641,HAS_POSTCODE
Springdale Heights,lat:-36.033,HAS_COORDINATES
Springdale Heights,lon:146.95,HAS_COORDINATES
Hurstville,suburb,IS_A
Hurstville,Australia,IS_LOCATED_IN
Hurstville,29822,HAS_POPULATION
Hurstville,2220,HAS_POSTCODE
Hurstville,lat:-33.968111111111,HAS_COORDINATES
Hurstville,lon:151.10408055556,HAS_COORDINATES
Table Top,suburb,IS_A
Table Top,Australia,IS_LOCATED_IN
Table Top,1425,HAS_POPULATION
Table Top,2640,HAS_POSTCODE
Table Top,lat:-35.9833,HAS_COORDINATES
Table Top,lon:147,HAS_COORDINATES
Thurgoona,suburb,IS_A
Thurgoona,Australia,IS_LOCATED_IN
Thurgoona,8656,HAS_POPULATION
Thurgoona,2640,HAS_POSTCODE
Thurgoona,lat:-36.05,HAS_COORDINATES
Thurgoona,lon:146.983,HAS_COORDINATES
Homebush,suburb,IS_A
Homebush,Australia,IS_LOCATED_IN
Homebush,7007,HAS_POPULATION
Homebush,2140,HAS_POSTCODE
Homebush,lat:-33.8641,HAS_COORDINATES
Homebush,lon:151.082,HAS_COORDINATES
Tumbi Umbi,suburb,IS_A
Tumbi Umbi,Australia,IS_LOCATED_IN
Tumbi Umbi,5108,HAS_POPULATION
Tumbi Umbi,2261,HAS_POSTCODE
Tumbi Umbi,lat:-33.365,HAS_COORDINATES
Tumbi Umbi,lon:151.443,HAS_COORDINATES
Hamilton Valley,suburb,IS_A
Hamilton Valley,Australia,IS_LOCATED_IN
Hamilton Valley,566,HAS_POPULATION
Hamilton Valley,2641,HAS_POSTCODE
Hamilton Valley,lat:-36.038,HAS_COORDINATES
Hamilton Valley,lon:146.92,HAS_COORDINATES
Harris Park,suburb,IS_A
Harris Park,Australia,IS_LOCATED_IN
Harris Park,5799,HAS_POPULATION
Harris Park,2150,HAS_POSTCODE
Harris Park,lat:-33.8248,HAS_COORDINATES
Harris Park,lon:151.005,HAS_COORDINATES
Harris Park,lat:-33.82285,HAS_COORDINATES
Harris Park,lon:151.00781,HAS_COORDINATES
Lilli Pilli,suburb,IS_A
Lilli Pilli,Australia,IS_LOCATED_IN
Lilli Pilli,1390,HAS_POPULATION
Lilli Pilli,2229,HAS_POSTCODE
Lilli Pilli,lat:-34.0683,HAS_COORDINATES
Lilli Pilli,lon:151.116,HAS_COORDINATES
Oyster Bay,suburb,IS_A
Oyster Bay,Australia,IS_LOCATED_IN
Oyster Bay,5488,HAS_POPULATION
Oyster Bay,2225,HAS_POSTCODE
Oyster Bay,lat:-34.0075,HAS_COORDINATES
Oyster Bay,lon:151.075,HAS_COORDINATES
Taren Point,suburb,IS_A
Taren Point,Australia,IS_LOCATED_IN
Taren Point,1734,HAS_POPULATION
Taren Point,2229,HAS_POSTCODE
Taren Point,lat:-34.0191,HAS_COORDINATES
Taren Point,lon:151.12,HAS_COORDINATES
Woolooware,suburb,IS_A
Woolooware,Australia,IS_LOCATED_IN
Woolooware,4210,HAS_POPULATION
Woolooware,3962,HAS_POPULATION
Woolooware,2230,HAS_POSTCODE
Woolooware,lat:-34.0479,HAS_COORDINATES
Woolooware,lon:151.141,HAS_COORDINATES
Portland,suburb,IS_A
Portland,human settlement,IS_A
Portland,Australia,IS_LOCATED_IN
Portland,2424,HAS_POPULATION
Portland,2847,HAS_POSTCODE
Portland,lat:-33.35,HAS_COORDINATES
Portland,lon:149.983,HAS_COORDINATES
Mount Colah,suburb,IS_A
Mount Colah,Australia,IS_LOCATED_IN
Mount Colah,7095,HAS_POPULATION
Mount Colah,2079,HAS_POSTCODE
Mount Colah,lat:-33.6638,HAS_COORDINATES
Mount Colah,lon:151.113,HAS_COORDINATES
Yowie Bay,suburb,IS_A
Yowie Bay,Australia,IS_LOCATED_IN
Yowie Bay,3074,HAS_POPULATION
Yowie Bay,2228,HAS_POSTCODE
Yowie Bay,lat:-34.049722222222,HAS_COORDINATES
Yowie Bay,lon:151.10333333333,HAS_COORDINATES
Blacktown,suburb,IS_A
Blacktown,Australia,IS_LOCATED_IN
Blacktown,47176,HAS_POPULATION
Blacktown,2148,HAS_POSTCODE
Blacktown,lat:-33.771,HAS_COORDINATES
Blacktown,lon:150.906,HAS_COORDINATES
Willoughby,suburb,IS_A
Willoughby,Australia,IS_LOCATED_IN
Willoughby,6540,HAS_POPULATION
Willoughby,2068,HAS_POSTCODE
Willoughby,lat:-33.8074,HAS_COORDINATES
Willoughby,lon:151.201,HAS_COORDINATES
Palm Beach,suburb,IS_A
Palm Beach,Australia,IS_LOCATED_IN
Palm Beach,1593,HAS_POPULATION
Palm Beach,2108,HAS_POSTCODE
Palm Beach,lat:-33.601111111111,HAS_COORDINATES
Palm Beach,lon:151.32166666667,HAS_COORDINATES
Whale Beach,suburb,IS_A
