subject,object,predicate
Oil and Natural Gas Corporation,joint-stock company,IS_A
Oil and Natural Gas Corporation,Government of India,OWNED_BY
Petroleum Geo-Services,business,IS_A
Petroleum Geo-Services,petroleum industry,IN_INDUSTRY
Petroleum Geo-Services,allmennaksjeselskap,IS_A
Petroleum Geo-Services,Oslo Stock Exchange,TRADES_ON
Phillips Petroleum,business,IS_A
Phillips Petroleum,petroleum industry,IN_INDUSTRY
Acergy,business,IS_A
Acergy,enterprise,IS_A
Acergy,petroleum industry,IN_INDUSTRY
Acergy,S.A.,IS_A
TGS-NOPEC Geophysical Company,business,IS_A
TGS-NOPEC Geophysical Company,enterprise,IS_A
TGS-NOPEC Geophysical Company,petroleum industry,IN_INDUSTRY
TGS-NOPEC Geophysical Company,joint-stock company,IS_A
TGS-NOPEC Geophysical Company,Oslo Stock Exchange,TRADES_ON
Mosenergo,business,IS_A
Mosenergo,enterprise,IS_A
Mosenergo,petroleum industry,IN_INDUSTRY
Mosenergo,open joint-stock company,IS_A
Mosenergo,Moscow Exchange,TRADES_ON
Mosenergo,Gazprom,OWNED_BY
Galp Energia,business,IS_A
Galp Energia,enterprise,IS_A
Galp Energia,petroleum industry,IN_INDUSTRY
Galp Energia,joint-stock company,IS_A
Koch Industries,business,IS_A
Koch Industries,privately held company,IS_A
Koch Industries,enterprise,IS_A
Koch Industries,petroleum industry,IN_INDUSTRY
Koch Industries,Farmland Industries,WAS_PREVIOUSLY
Koch Industries,S.A.,IS_A
Koch Industries,Charles G. Koch,OWNED_BY
Koch Industries,David H. Koch,OWNED_BY
Gazprom Germania,business,IS_A
Gazprom Germania,petroleum industry,IN_INDUSTRY
Vedanta Resources,business,IS_A
Vedanta Resources,enterprise,IS_A
Vedanta Resources,mining,IN_INDUSTRY
Vedanta Resources,petroleum industry,IN_INDUSTRY
Vedanta Resources,public limited company,IS_A
Vedanta Resources,London Stock Exchange,TRADES_ON
Elf Aquitaine,business,IS_A
Elf Aquitaine,enterprise,IS_A
Elf Aquitaine,petroleum industry,IN_INDUSTRY
Elf Aquitaine,S.A.,IS_A
Elf Aquitaine,Total S.A.,OWNED_BY
Suncor Energy,business,IS_A
Suncor Energy,petroleum industry,IN_INDUSTRY
Suncor Energy,Petro-Canada,WAS_PREVIOUSLY
Suncor Energy,corporation,IS_A
Suncor Energy,Toronto Stock Exchange,TRADES_ON
Suncor Energy,New York Stock Exchange,TRADES_ON
Petroleum Development Oman,business,IS_A
Petroleum Development Oman,petroleum industry,IN_INDUSTRY
Petroleum Development Oman,Oman,OWNED_BY
Greater Nile Petroleum Operating Company,business,IS_A
Greater Nile Petroleum Operating Company,petroleum industry,IN_INDUSTRY
Wingas,business,IS_A
Wingas,petroleum industry,IN_INDUSTRY
Wingas,Gesellschaft mit beschränkter Haftung,IS_A
Marathon Oil,public company,IS_A
Marathon Oil,business,IS_A
Marathon Oil,enterprise,IS_A
Marathon Oil,petroleum industry,IN_INDUSTRY
Marathon Oil,John Brown & Company,WAS_PREVIOUSLY
Marathon Oil,Upper Clyde Shipbuilders,WAS_PREVIOUSLY
Marathon Oil,joint-stock company,IS_A
Marathon Oil,New York Stock Exchange,TRADES_ON
Ultrapar,business,IS_A
Ultrapar,enterprise,IS_A
Ultrapar,petroleum industry,IN_INDUSTRY
Ultrapar,S.A.,IS_A
Ultrapar,New York Stock Exchange,TRADES_ON
Ultrapar,B3,TRADES_ON
Heerema Marine Contractors,business,IS_A
Heerema Marine Contractors,enterprise,IS_A
Heerema Marine Contractors,petroleum industry,IN_INDUSTRY
Heerema Marine Contractors,Besloten vennootschap met beperkte aansprakelijkheid,IS_A
Tatneft,business,IS_A
Tatneft,enterprise,IS_A
Tatneft,petroleum industry,IN_INDUSTRY
Tatneft,joint-stock company,IS_A
Tatneft,Moscow Exchange,TRADES_ON
SOCAR,business,IS_A
SOCAR,petroleum industry,IN_INDUSTRY
SOCAR,government-owned corporation,IS_A
Kuwait Petroleum Corporation,government agency,IS_A
Kuwait Petroleum Corporation,business,IS_A
Kuwait Petroleum Corporation,petroleum industry,IN_INDUSTRY
JXTG Nippon Oil & Energy,business,IS_A
JXTG Nippon Oil & Energy,enterprise,IS_A
JXTG Nippon Oil & Energy,petroleum industry,IN_INDUSTRY
JXTG Nippon Oil & Energy,kabushiki gaisha,IS_A
Phillips 66,business,IS_A
Phillips 66,enterprise,IS_A
Phillips 66,petroleum industry,IN_INDUSTRY
Phillips 66,Phillips Petroleum,WAS_PREVIOUSLY
Phillips 66,joint-stock company,IS_A
Phillips 66,New York Stock Exchange,TRADES_ON
Phillips 66,Berkshire Hathaway,OWNED_BY
Phillips 66,The Vanguard Group,OWNED_BY
Phillips 66,State Street Global Advisors,OWNED_BY
Phillips 66,BlackRock,OWNED_BY
Petrofina,business,IS_A
Petrofina,petroleum industry,IN_INDUSTRY
INA,business,IS_A
INA,enterprise,IS_A
INA,petroleum industry,IN_INDUSTRY
INA,joint-stock company,IS_A
INA,Zagreb Stock Exchange,TRADES_ON
International Petroleum Investment Company,business,IS_A
International Petroleum Investment Company,petroleum industry,IN_INDUSTRY
Nigerian National Petroleum Corporation,business,IS_A
Nigerian National Petroleum Corporation,petroleum industry,IN_INDUSTRY
Iraq National Oil Company,business,IS_A
Iraq National Oil Company,petroleum industry,IN_INDUSTRY
Iraq National Oil Company,Iraq Petroleum Company,WAS_PREVIOUSLY
Irving Oil,business,IS_A
Irving Oil,petroleum industry,IN_INDUSTRY
Irving Oil,corporation,IS_A
Petronor,business,IS_A
Petronor,enterprise,IS_A
Petronor,petroleum industry,IN_INDUSTRY
Petronor,S.A.,IS_A
Petronor,Repsol,OWNED_BY
KazTransOil,business,IS_A
KazTransOil,enterprise,IS_A
KazTransOil,petroleum industry,IN_INDUSTRY
KazTransOil,joint-stock company,IS_A
KazTransOil,KazMunayGas,OWNED_BY
Kazenergy,professional body,IS_A
Kazenergy,petroleum industry,IN_INDUSTRY
Iraq Petroleum Company,business,IS_A
Iraq Petroleum Company,petroleum industry,IN_INDUSTRY
OMV Petrom,business,IS_A
OMV Petrom,petroleum industry,IN_INDUSTRY
OMV Petrom,OMV,OWNED_BY
Petoro,business,IS_A
Petoro,petroleum industry,IN_INDUSTRY
Equinor,business,IS_A
Equinor,petroleum industry,IN_INDUSTRY
Equinor,allmennaksjeselskap,IS_A
Equinor,Oslo Stock Exchange,TRADES_ON
Equinor,New York Stock Exchange,TRADES_ON
Equinor,Government of Norway,OWNED_BY
Equinor,The Government Pension Fund of Norway,OWNED_BY
SBM Offshore,business,IS_A
SBM Offshore,enterprise,IS_A
SBM Offshore,petroleum industry,IN_INDUSTRY
SBM Offshore,Naamloze vennootschap,IS_A
SBM Offshore,Euronext,TRADES_ON
Sistema,business,IS_A
Sistema,enterprise,IS_A
Sistema,credit institution,IS_A
Sistema,insurance industry,IN_INDUSTRY
Sistema,financial services,IN_INDUSTRY
Sistema,retail,IN_INDUSTRY
Sistema,petroleum industry,IN_INDUSTRY
Sistema,radio electronics,IN_INDUSTRY
Sistema,Industrial Engineering,IN_INDUSTRY
Sistema,telecommunication technology,IN_INDUSTRY
Sistema,joint-stock company,IS_A
Sistema,London Stock Exchange,TRADES_ON
Sistema,Moscow Exchange,TRADES_ON
Sistema,Vladimir Yevtushenkov,OWNED_BY
Kontinentale Öl,business,IS_A
Kontinentale Öl,petroleum industry,IN_INDUSTRY
Rompetrol,business,IS_A
Rompetrol,public company,IS_A
Rompetrol,enterprise,IS_A
Rompetrol,petroleum industry,IN_INDUSTRY
Rompetrol,Naamloze vennootschap,IS_A
Kunlun Energy,business,IS_A
Kunlun Energy,enterprise,IS_A
Kunlun Energy,petroleum industry,IN_INDUSTRY
Kunlun Energy,joint-stock company,IS_A
Kunlun Energy,Hong Kong Stock Exchange,TRADES_ON
Uzbekneftegaz,business,IS_A
Uzbekneftegaz,petroleum industry,IN_INDUSTRY
Uzbekneftegaz,government-owned corporation,IS_A
YPFB,business,IS_A
YPFB,petroleum industry,IN_INDUSTRY
Qatar Petroleum,business,IS_A
Qatar Petroleum,petroleum industry,IN_INDUSTRY
Woodside Petroleum,business,IS_A
Woodside Petroleum,enterprise,IS_A
Woodside Petroleum,petroleum industry,IN_INDUSTRY
Woodside Petroleum,joint-stock company,IS_A
Woodside Petroleum,Australian Securities Exchange,TRADES_ON
Woodside Petroleum,Royal Dutch Shell,OWNED_BY
EP Petroecuador,business,IS_A
EP Petroecuador,petroleum industry,IN_INDUSTRY
Magnolia Petroleum Company,business,IS_A
Magnolia Petroleum Company,petroleum industry,IN_INDUSTRY
Makpetrol,public company,IS_A
Makpetrol,petroleum industry,IN_INDUSTRY
Makpetrol,joint-stock company,IS_A
Gazprombank,business,IS_A
Gazprombank,enterprise,IS_A
Gazprombank,credit institution,IS_A
Gazprombank,petroleum industry,IN_INDUSTRY
Gazprombank,joint-stock company,IS_A
National Oil Corporation,business,IS_A
National Oil Corporation,government-owned corporation,IS_A
National Oil Corporation,petroleum industry,IN_INDUSTRY
National Oil Corporation,natural resource,IN_INDUSTRY
TGC-1,business,IS_A
TGC-1,enterprise,IS_A
TGC-1,petroleum industry,IN_INDUSTRY
TGC-1,public company,IS_A
TGC-1,Moscow Exchange,TRADES_ON
YPF,business,IS_A
YPF,enterprise,IS_A
YPF,petroleum industry,IN_INDUSTRY
YPF,joint-stock company,IS_A
YPF,New York Stock Exchange,TRADES_ON
OGK-6,business,IS_A
OGK-6,enterprise,IS_A
OGK-6,petroleum industry,IN_INDUSTRY
OGK-6,RAO UES,WAS_PREVIOUSLY
OGK-6,joint-stock company,IS_A
Occidental Petroleum,business,IS_A
Occidental Petroleum,petroleum industry,IN_INDUSTRY
Occidental Petroleum,New York Stock Exchange,TRADES_ON
Occidental Petroleum,Tokyo Stock Exchange,TRADES_ON
Oman Oil Company,business,IS_A
Oman Oil Company,petroleum industry,IN_INDUSTRY
Andeavor,business,IS_A
Andeavor,enterprise,IS_A
Andeavor,petroleum industry,IN_INDUSTRY
Andeavor,gas industry,IN_INDUSTRY
Andeavor,energy industry,IN_INDUSTRY
Andeavor,public company,IS_A
Andeavor,corporation,IS_A
Andeavor,New York Stock Exchange,TRADES_ON
Vopak,business,IS_A
Vopak,petroleum industry,IN_INDUSTRY
Galnaftogaz,business,IS_A
Galnaftogaz,petroleum industry,IN_INDUSTRY
Samsun–Ceyhan pipeline,oil pipeline,IS_A
Samsun–Ceyhan pipeline,petroleum industry,IN_INDUSTRY
Eesti Gaas,business,IS_A
Eesti Gaas,enterprise,IS_A
Eesti Gaas,petroleum industry,IN_INDUSTRY
Eesti Gaas,limited liability company,IS_A
Petrovietnam,business,IS_A
Petrovietnam,petroleum industry,IN_INDUSTRY
Petrovietnam,government-owned corporation,IS_A
Petrovietnam,Vietnam,OWNED_BY
Universiti Teknologi Petronas,university,IS_A
Universiti Teknologi Petronas,petroleum industry,IN_INDUSTRY
Precision Drilling,business,IS_A
Precision Drilling,enterprise,IS_A
Precision Drilling,petroleum industry,IN_INDUSTRY
Precision Drilling,joint-stock company,IS_A
Precision Drilling,Toronto Stock Exchange,TRADES_ON
Precision Drilling,New York Stock Exchange,TRADES_ON
Transneft,business,IS_A
Transneft,enterprise,IS_A
Transneft,petroleum industry,IN_INDUSTRY
Transneft,open joint-stock company,IS_A
Transneft,Moscow Exchange,TRADES_ON
Transneft,Government of Russia,OWNED_BY
Denbury Resources,organization,IS_A
Denbury Resources,business,IS_A
Denbury Resources,petroleum industry,IN_INDUSTRY
Denbury Resources,New York Stock Exchange,TRADES_ON
RWE Supply & Trading CZ,business,IS_A
RWE Supply & Trading CZ,enterprise,IS_A
RWE Supply & Trading CZ,petroleum industry,IN_INDUSTRY
RWE Supply & Trading CZ,akciová společnost,IS_A
RWE Supply & Trading CZ,innogy International Participations,OWNED_BY
RWE Supply & Trading CZ,RWE,OWNED_BY
RWE Supply & Trading CZ,National Property Fund,OWNED_BY
Roc Oil Company,business,IS_A
Roc Oil Company,petroleum industry,IN_INDUSTRY
Lotos Petrobaltic,business,IS_A
Lotos Petrobaltic,enterprise,IS_A
Lotos Petrobaltic,petroleum industry,IN_INDUSTRY
Lotos Petrobaltic,joint-stock company,IS_A
Lotos Petrobaltic,Grupa Lotos,OWNED_BY
Nigaz,business,IS_A
Nigaz,petroleum industry,IN_INDUSTRY
Schoeller-Bleckmann Oilfield Equipment,public company,IS_A
Schoeller-Bleckmann Oilfield Equipment,petroleum industry,IN_INDUSTRY
Schoeller-Bleckmann Oilfield Equipment,joint-stock company,IS_A
TNK-BP,business,IS_A
TNK-BP,enterprise,IS_A
TNK-BP,petroleum industry,IN_INDUSTRY
TNK-BP,open joint-stock company,IS_A
TNK-BP,Moscow Exchange,TRADES_ON
TNK-BP,Rosneft,OWNED_BY
South Improvement Company,petroleum industry,IN_INDUSTRY
Branobel,business,IS_A
Branobel,enterprise,IS_A
Branobel,petroleum industry,IN_INDUSTRY
Branobel,joint-stock company,IS_A
Arabian Gulf Oil Company,business,IS_A
Arabian Gulf Oil Company,petroleum industry,IN_INDUSTRY
Russneft,business,IS_A
Russneft,enterprise,IS_A
Russneft,petroleum industry,IN_INDUSTRY
Russneft,public company,IS_A
Beltransgaz,business,IS_A
Beltransgaz,petroleum industry,IN_INDUSTRY
Syrian Petroleum Company,business,IS_A
Syrian Petroleum Company,petroleum industry,IN_INDUSTRY
Taçi Oil,business,IS_A
Taçi Oil,enterprise,IS_A
Taçi Oil,petroleum industry,IN_INDUSTRY
Taçi Oil,joint-stock company,IS_A
Ukrnafta,business,IS_A
Ukrnafta,enterprise,IS_A
Ukrnafta,petroleum industry,IN_INDUSTRY
Ukrnafta,public company,IS_A
Transportadora de Gas del Sur,business,IS_A
Transportadora de Gas del Sur,enterprise,IS_A
Transportadora de Gas del Sur,petroleum industry,IN_INDUSTRY
Transportadora de Gas del Sur,joint-stock company,IS_A
Transportadora de Gas del Sur,New York Stock Exchange,TRADES_ON
Cosmo Oil Company,business,IS_A
Cosmo Oil Company,enterprise,IS_A
Cosmo Oil Company,petroleum industry,IN_INDUSTRY
Cosmo Oil Company,kabushiki gaisha,IS_A
Cosmo Oil Company,Tokyo Stock Exchange,TRADES_ON
VNG – Verbundnetz Gas,energy company,IS_A
VNG – Verbundnetz Gas,petroleum industry,IN_INDUSTRY
VNG – Verbundnetz Gas,Aktiengesellschaft,IS_A
Petroperú,business,IS_A
Petroperú,petroleum industry,IN_INDUSTRY
Marland Oil Company,business,IS_A
Marland Oil Company,petroleum industry,IN_INDUSTRY
Watco Companies,business,IS_A
Watco Companies,petroleum industry,IN_INDUSTRY
Pennzoil,business,IS_A
Pennzoil,enterprise,IS_A
Pennzoil,petroleum industry,IN_INDUSTRY
Pennzoil,joint-stock company,IS_A
China Petrochemical Corporation,business,IS_A
China Petrochemical Corporation,petroleum industry,IN_INDUSTRY
China Petrochemical Corporation,government-owned corporation,IS_A
Noble Energy,business,IS_A
Noble Energy,enterprise,IS_A
Noble Energy,petroleum industry,IN_INDUSTRY
Noble Energy,public company,IS_A
Noble Energy,New York Stock Exchange,TRADES_ON
Arbusto Energy,business,IS_A
Arbusto Energy,petroleum industry,IN_INDUSTRY
Pakistan State Oil,business,IS_A
Pakistan State Oil,petroleum industry,IN_INDUSTRY
Petrofac,business,IS_A
Petrofac,enterprise,IS_A
Petrofac,petroleum industry,IN_INDUSTRY
Petrofac,public limited company,IS_A
Petrofac,London Stock Exchange,TRADES_ON
Romgaz,business,IS_A
Romgaz,petroleum industry,IN_INDUSTRY
ANCAP,government-owned corporation,IS_A
ANCAP,petroleum industry,IN_INDUSTRY
Akwa Group,business,IS_A
Akwa Group,petroleum industry,IN_INDUSTRY
Antar,business,IS_A
Antar,petroleum industry,IN_INDUSTRY
Asmidal,business,IS_A
Asmidal,enterprise,IS_A
Asmidal,petroleum industry,IN_INDUSTRY
Asmidal,joint-stock company,IS_A
Baikalfinansgrup,business,IS_A
Baikalfinansgrup,petroleum industry,IN_INDUSTRY
Isramco,business,IS_A
Isramco,petroleum industry,IN_INDUSTRY
Isramco,NASDAQ,TRADES_ON
Isramco,Tel Aviv Stock Exchange,TRADES_ON
Chesapeake Energy,business,IS_A
Chesapeake Energy,enterprise,IS_A
Chesapeake Energy,petroleum industry,IN_INDUSTRY
Chesapeake Energy,public company,IS_A
Chesapeake Energy,New York Stock Exchange,TRADES_ON
national oil company,petroleum industry,IN_INDUSTRY
Cupet,government-owned corporation,IS_A
Cupet,petroleum industry,IN_INDUSTRY
Dana Gas,business,IS_A
Dana Gas,petroleum industry,IN_INDUSTRY
Dana Petroleum,business,IS_A
Dana Petroleum,petroleum industry,IN_INDUSTRY
Enarsa,business,IS_A
Enarsa,enterprise,IS_A
Enarsa,petroleum industry,IN_INDUSTRY
Enarsa,public company,IS_A
Distrigas,business,IS_A
Distrigas,petroleum industry,IN_INDUSTRY
ENOC,business,IS_A
ENOC,petroleum industry,IN_INDUSTRY
ENOC,Investment Corporation of Dubai,OWNED_BY
Engen Petroleum,business,IS_A
Engen Petroleum,enterprise,IS_A
Engen Petroleum,petroleum industry,IN_INDUSTRY
Engen Petroleum,private limited liability company,IS_A
Tunisian National Oil Company,business,IS_A
Tunisian National Oil Company,petroleum industry,IN_INDUSTRY
Mobil,business,IS_A
Mobil,enterprise,IS_A
Mobil,petroleum industry,IN_INDUSTRY
Mobil,public company,IS_A
Mobil,ExxonMobil,OWNED_BY
GEPetrol,business,IS_A
GEPetrol,petroleum industry,IN_INDUSTRY
Gas Light and Coke Company,business,IS_A
Gas Light and Coke Company,petroleum industry,IN_INDUSTRY
Getty Oil,business,IS_A
Getty Oil,petroleum industry,IN_INDUSTRY
Getty Oil,Skelly Oil,WAS_PREVIOUSLY
Ghana National Petroleum Corporation,business,IS_A
Ghana National Petroleum Corporation,petroleum industry,IN_INDUSTRY
Ghana National Petroleum Corporation,Government of Ghana,OWNED_BY
Kuwait Oil Company,business,IS_A
Kuwait Oil Company,petroleum industry,IN_INDUSTRY
Yuganskneftegaz,business,IS_A
Yuganskneftegaz,enterprise,IS_A
Yuganskneftegaz,petroleum industry,IN_INDUSTRY
Yuganskneftegaz,public company,IS_A
PT Lapindo Brantas,business,IS_A
PT Lapindo Brantas,petroleum industry,IN_INDUSTRY
Shell Oil Company,business,IS_A
Shell Oil Company,petroleum industry,IN_INDUSTRY
Shell Oil Company,Royal Dutch Shell,OWNED_BY
Maurel & Prom,business,IS_A
Maurel & Prom,petroleum industry,IN_INDUSTRY
Enrique Mosconi,human,IS_A
Enrique Mosconi,petroleum industry,IN_INDUSTRY
Maxol,business,IS_A
Maxol,petroleum industry,IN_INDUSTRY
Mexichem,business,IS_A
Mexichem,petroleum industry,IN_INDUSTRY
Pemexgate,petroleum industry,IN_INDUSTRY
Petrobras Argentina,business,IS_A
Petrobras Argentina,petroleum industry,IN_INDUSTRY
Petrobras Argentina,New York Stock Exchange,TRADES_ON
Petrohawk,business,IS_A
Petrohawk,petroleum industry,IN_INDUSTRY
Petrotrin,business,IS_A
Petrotrin,petroleum industry,IN_INDUSTRY
Jamnagar Refinery,oil refining,IS_A
Jamnagar Refinery,petroleum industry,IN_INDUSTRY
RasGas,oil company,IS_A
RasGas,business,IS_A
RasGas,petroleum industry,IN_INDUSTRY
RAK Petroleum,business,IS_A
RAK Petroleum,petroleum industry,IN_INDUSTRY
Sibir Energy,business,IS_A
Sibir Energy,enterprise,IS_A
Sibir Energy,petroleum industry,IN_INDUSTRY
Sibir Energy,public company,IS_A
Singapore Petroleum Company,business,IS_A
Singapore Petroleum Company,petroleum industry,IN_INDUSTRY
Société Nationale des Hydrocarbures,business,IS_A
Société Nationale des Hydrocarbures,petroleum industry,IN_INDUSTRY
Société Nationale des Pétroles du Congo,business,IS_A
Société Nationale des Pétroles du Congo,petroleum industry,IN_INDUSTRY
Société Nationale Petrolière Gabonaise,business,IS_A
Société Nationale Petrolière Gabonaise,petroleum industry,IN_INDUSTRY
SOCO International,business,IS_A
SOCO International,petroleum industry,IN_INDUSTRY
SOCO International,London Stock Exchange,TRADES_ON
Sonelgaz,business,IS_A
Sonelgaz,petroleum industry,IN_INDUSTRY
Türkmengaz,business,IS_A
Türkmengaz,petroleum industry,IN_INDUSTRY
Türkmengaz,concern,IS_A
Tüpraş,business,IS_A
Tüpraş,petroleum industry,IN_INDUSTRY
Tüpraş,Borsa Istanbul,TRADES_ON
Tüpraş,Koç Holding,OWNED_BY
Waha Oil Company,business,IS_A
Waha Oil Company,petroleum industry,IN_INDUSTRY
Azienda Nazionale Idrogenazione Combustibili,business,IS_A
Azienda Nazionale Idrogenazione Combustibili,petroleum industry,IN_INDUSTRY
Azienda Nazionale Idrogenazione Combustibili,Eni,OWNED_BY
Azienda Italiana Petroli Albanesi,business,IS_A
Azienda Italiana Petroli Albanesi,petroleum industry,IN_INDUSTRY
Hera Group,business,IS_A
Hera Group,enterprise,IS_A
Hera Group,petroleum industry,IN_INDUSTRY
Hera Group,joint-stock company,IS_A
Saudi International Petrochemical Company,business,IS_A
Saudi International Petrochemical Company,petroleum industry,IN_INDUSTRY
M. W. Kellogg Limited,business,IS_A
M. W. Kellogg Limited,petroleum industry,IN_INDUSTRY
M. W. Kellogg Limited,Halliburton,OWNED_BY
Azpetrol,business,IS_A
Azpetrol,petroleum industry,IN_INDUSTRY
Bridas Corporation,business,IS_A
Bridas Corporation,petroleum industry,IN_INDUSTRY
Bridas Corporation,privately held company,IS_A
Cabot Oil & Gas,business,IS_A
Cabot Oil & Gas,enterprise,IS_A
Cabot Oil & Gas,petroleum industry,IN_INDUSTRY
Cabot Oil & Gas,public company,IS_A
Cabot Oil & Gas,New York Stock Exchange,TRADES_ON
Crescent Petroleum,business,IS_A
Crescent Petroleum,petroleum industry,IN_INDUSTRY
Dragon Oil,business,IS_A
Dragon Oil,enterprise,IS_A
Dragon Oil,petroleum industry,IN_INDUSTRY
Dragon Oil,public company,IS_A
Mitsui Oil Exploration,business,IS_A
Mitsui Oil Exploration,petroleum industry,IN_INDUSTRY
Mitsui Oil Exploration,Mitsui & Co.,OWNED_BY
Petkim,business,IS_A
Petkim,enterprise,IS_A
Petkim,petroleum industry,IN_INDUSTRY
Petkim,public company,IS_A
Petkim,SOCAR,OWNED_BY
Range Resources,business,IS_A
Range Resources,enterprise,IS_A
Range Resources,petroleum industry,IN_INDUSTRY
Range Resources,public company,IS_A
Range Resources,New York Stock Exchange,TRADES_ON
Kuwait National Petroleum Company,business,IS_A
Kuwait National Petroleum Company,petroleum industry,IN_INDUSTRY
Kuwait Petroleum International,business,IS_A
Kuwait Petroleum International,petroleum industry,IN_INDUSTRY
Gazprom Promgaz,business,IS_A
Gazprom Promgaz,enterprise,IS_A
Gazprom Promgaz,petroleum industry,IN_INDUSTRY
Gazprom Promgaz,joint-stock company,IS_A
Salavatnefteorgsintez,business,IS_A
Salavatnefteorgsintez,enterprise,IS_A
Salavatnefteorgsintez,petroleum industry,IN_INDUSTRY
Salavatnefteorgsintez,public company,IS_A
Gazfond,business,IS_A
Gazfond,petroleum industry,IN_INDUSTRY
United Energy Systems of Ukraine,business,IS_A
United Energy Systems of Ukraine,petroleum industry,IN_INDUSTRY
Zarubezhneft,business,IS_A
Zarubezhneft,enterprise,IS_A
Zarubezhneft,petroleum industry,IN_INDUSTRY
Zarubezhneft,joint-stock company,IS_A
Uzbekistan GTL,petroleum industry,IN_INDUSTRY
Nizhnekamskneftekhim,business,IS_A
Nizhnekamskneftekhim,enterprise,IS_A
Nizhnekamskneftekhim,petroleum industry,IN_INDUSTRY
Nizhnekamskneftekhim,public company,IS_A
Nizhnekamskneftekhim,Moscow Exchange,TRADES_ON
Northgas,business,IS_A
Northgas,petroleum industry,IN_INDUSTRY
Northgas,closed joint-stock company,IS_A
Northgas,Gazprom,OWNED_BY
The Petersburg Fuel Company,business,IS_A
The Petersburg Fuel Company,petroleum industry,IN_INDUSTRY
Sinochem Group,business,IS_A
Sinochem Group,petroleum industry,IN_INDUSTRY
Salym Petroleum Development,business,IS_A
Salym Petroleum Development,petroleum industry,IN_INDUSTRY
Salym Petroleum Development,joint venture,IS_A
Sakhalin Energy,business,IS_A
Sakhalin Energy,petroleum industry,IN_INDUSTRY
Sakhalin Energy,Gazprom,OWNED_BY
Sakhalin Energy,Royal Dutch Shell,OWNED_BY
Sakhalin Energy,Mitsui Group,OWNED_BY
Sakhalin Energy,Mitsubishi,OWNED_BY
Zavod Slantsy,business,IS_A
Zavod Slantsy,enterprise,IS_A
Zavod Slantsy,petroleum industry,IN_INDUSTRY
Zavod Slantsy,open joint-stock company,IS_A
TyumenNIIgiprogas,business,IS_A
TyumenNIIgiprogas,enterprise,IS_A
TyumenNIIgiprogas,petroleum industry,IN_INDUSTRY
TyumenNIIgiprogas,private limited liability company,IS_A
TyumenNIIgiprogas,Gazprom,OWNED_BY
UkrGasVydobuvannya,business,IS_A
UkrGasVydobuvannya,public company,IS_A
UkrGasVydobuvannya,enterprise,IS_A
UkrGasVydobuvannya,petroleum industry,IN_INDUSTRY
UkrGasVydobuvannya,gas industry,IN_INDUSTRY
UkrGasVydobuvannya,open joint-stock company,IS_A
UkrTransNafta,petroleum industry,IN_INDUSTRY
Aker Drilling,business,IS_A
Aker Drilling,petroleum industry,IN_INDUSTRY
YX Energi,business,IS_A
YX Energi,petroleum industry,IN_INDUSTRY
YX Energi,Reitan Group,OWNED_BY
A.T. Williams Oil Co.,petroleum industry,IN_INDUSTRY
ALDREES Petroleum and Transport Services Company,business,IS_A
ALDREES Petroleum and Transport Services Company,petroleum industry,IN_INDUSTRY
AOC Holdings,business,IS_A
AOC Holdings,petroleum industry,IN_INDUSTRY
ARVA Energetika,business,IS_A
ARVA Energetika,petroleum industry,IN_INDUSTRY
ATP Oil and Gas,business,IS_A
ATP Oil and Gas,petroleum industry,IN_INDUSTRY
ATP Oil and Gas,NASDAQ,TRADES_ON
Aban Offshore,business,IS_A
Aban Offshore,petroleum industry,IN_INDUSTRY
Abbot Group,business,IS_A
Abbot Group,petroleum industry,IN_INDUSTRY
Abu Dhabi Company for Onshore Oil Operations,business,IS_A
Abu Dhabi Company for Onshore Oil Operations,petroleum industry,IN_INDUSTRY
Abu Dhabi Gas Industries Limited,business,IS_A
Abu Dhabi Gas Industries Limited,petroleum industry,IN_INDUSTRY
Addax Petroleum,business,IS_A
Addax Petroleum,petroleum industry,IN_INDUSTRY
Advantage Oil & Gas,business,IS_A
Advantage Oil & Gas,petroleum industry,IN_INDUSTRY
Advantage Oil & Gas,New York Stock Exchange,TRADES_ON
Advantage Oil & Gas,Toronto Stock Exchange,TRADES_ON
Aegean Marine Petroleum Network Inc.,business,IS_A
Aegean Marine Petroleum Network Inc.,petroleum industry,IN_INDUSTRY
Aegean Marine Petroleum Network Inc.,New York Stock Exchange,TRADES_ON
American Shipping Company,business,IS_A
American Shipping Company,petroleum industry,IN_INDUSTRY
American Shipping Company,Oslo Stock Exchange,TRADES_ON
Aker Holding,business,IS_A
Aker Holding,petroleum industry,IN_INDUSTRY
Norse Energy,business,IS_A
Norse Energy,petroleum industry,IN_INDUSTRY
Aloha Petroleum,business,IS_A
Aloha Petroleum,petroleum industry,IN_INDUSTRY
Americas Petrogas,business,IS_A
Americas Petrogas,petroleum industry,IN_INDUSTRY
Argos North Sea Group,corporation,IS_A
Argos North Sea Group,petroleum industry,IN_INDUSTRY
Argos North Sea Group,corporation,IS_A
Anders Eldrup,human,IS_A
Anders Eldrup,petroleum industry,IN_INDUSTRY
Angola LNG,business,IS_A
Angola LNG,petroleum industry,IN_INDUSTRY
Exxon,business,IS_A
Exxon,petroleum industry,IN_INDUSTRY
Exxon,Tokyo Stock Exchange,TRADES_ON
Exxon,ExxonMobil,OWNED_BY
Aramco Training Services Company,company,IS_A
