1,95087.50277327711
2,97319.06757516087
3,98857.74944887841
4,99873.24046815989
5,102314.50986971527
6,104155.26837922668
7,105759.52603890303
8,107164.26721543183
9,108451.66583846581
10,109594.3756828665
11,110640.5424837787
12,111664.90193052826
13,112814.3232816933
14,113871.41788257439
15,114881.74201930316
16,115897.15735848178
17,116904.96898504994
18,117926.11614694638
19,118954.31131395091
20,119994.43589619015
