1,3071.899151935335,5277.262361955846,11125.543994514273,9600.62210447663,16498.651007664495,16369.596371295078,16477.743122585667,15549.645694494578,13887.536672971553,15729.917355830352,14225.916947680174,21508.531980178213,21739.102958232364,13616.373436704109
2,3501.8512559081782,6176.363484400796,8516.654241067721,9321.565624923742,13715.75887265467,18160.621133409262,14257.102320771313,18509.173265556674,14676.344376188521,16671.89163776895,12963.073836213056,14196.940454869604,12538.011468114579,12832.09025116007
3,3574.7964770400436,6240.409075655231,12019.86157272027,10405.206696161446,14821.243858602285,13534.708519102955,14315.172345842024,16469.62511853361,12420.768387303668,12380.699783909573,13137.68266776417,12018.885614265668,12736.82280922675,12860.80289724812
4,3811.9971919507325,6855.257317392438,13310.618775094312,10117.991380134124,14290.182325118274,10704.886465249543,11381.45623226316,12392.823941736104,11296.976430311914,12881.449754560954,11765.154775952242,12440.950732297732,12174.7302423326,12496.75656355819
5,4113.103312540622,9752.957900918676,12372.466711036554,9673.198918854048,10455.708174114974,9666.030300952958,11204.353519908609,10845.187919733582,11336.973578642333,11050.214095111654,12016.7468761513,11650.34336383019,11657.971237374364,11910.120089751897
6,6754.882430478604,10549.605541965004,12315.649359718424,8749.867151478576,9993.854522726897,9678.418783407402,9618.8397928291,10802.826113086323,10083.975299082198,12154.045430504282,11119.658301259127,10960.948537551674,11095.783205580892,11585.120734930606
7,6202.0777223283985,7744.433159830991,9809.522720662431,8364.514032585806,8959.980185318644,9005.632347394429,9522.66438120283,9749.61279951372,11937.207577621803,11817.440167780807,10217.357668403809,10338.75368187492,10629.589097852677,11180.865509991072
8,5695.170492954375,7638.67783823955,9497.44871718974,8039.399023062895,8606.66823398851,8984.61916896581,9280.80371694699,10617.188808673918,14658.508202190656,10660.825926457968,9609.491473173048,9840.962554749758,10162.542803794784,11282.557850615136
9,5210.25663732033,7510.949555027249,7848.889467354083,7740.490437859228,8498.506640692518,8922.839995402146,9899.544121966062,16271.126236200631,11845.92347110589,9662.421719755264,8970.481970800645,9264.282698630961,9578.770267498609,15454.928954024372
10,4975.090504491247,7172.315946000631,8021.027224093259,7814.732183312348,8537.313161925367,9322.894001874076,14613.57613593729,14002.02726577767,9457.35591215166,8832.946726047465,8508.31773943673,8815.485031377877,14218.089757180878,14245.801979280752
